同盟	君主	領地名	X	Y	人口	本拠
★ゴン太王国★	DrinkOrDie	新領地639,509	639	509		
★ゴン太王国★	DrinkOrDie	新領地640,506	640	506		
★ゴン太王国★	DrinkOrDie	新領地663,523	663	523		
★ゴン太王国★	DrinkOrDie	新領地642,505	642	505		
★ゴン太王国★	DrinkOrDie	新領地646,508	646	508		
★ゴン太王国★	DrinkOrDie	新領地641,505	641	505		
★ゴン太王国★	DrinkOrDie	新領地732,499	732	499		
★ゴン太王国★	DrinkOrDie	新領地733,499	733	499		
★ゴン太王国★	DrinkOrDie	新領地735,499	735	499		
★ゴン太王国★	DrinkOrDie	新領地650,510	650	510		
★ゴン太王国★	DrinkOrDie	新領地649,509	649	509		
★ゴン太王国★	DrinkOrDie	新領地651,517	651	517		
★ゴン太王国★	DrinkOrDie	新領地652,516	652	516		
★ゴン太王国★	DrinkOrDie	新領地653,516	653	516		
★ゴン太王国★	DrinkOrDie	新領地654,517	654	517		
★ゴン太王国★	DrinkOrDie	新領地728,501	728	501		
★ゴン太王国★	DrinkOrDie	新領地749,632	749	632		
★ゴン太王国★	DrinkOrDie	新領地747,632	747	632		
★ゴン太王国★	DrinkOrDie	新領地750,631	750	631		
★ゴン太王国★	DrinkOrDie	新領地649,510	649	510		
★ゴン太王国★	DrinkOrDie	新領地751,631	751	631		
★ゴン太王国★	DrinkOrDie	新領地752,631	752	631		
★ゴン太王国★	DrinkOrDie	新領地753,632	753	632		
★ゴン太王国★	DrinkOrDie	新領地753,633	753	633		
★ゴン太王国★	DrinkOrDie	新領地641,504	641	504		
★ゴン太王国★	DrinkOrDie	新領地644,507	644	507		
★ゴン太王国★	DrinkOrDie	新領地641,503	641	503		
★ゴン太王国★	DrinkOrDie	新領地641,502	641	502		
★ゴン太王国★	DrinkOrDie	新領地642,499	642	499		
★ゴン太王国★	DrinkOrDie	新領地748,631	748	631		
★ゴン太王国★	DrinkOrDie	新領地644,497	644	497		
★ゴン太王国★	DrinkOrDie	新領地643,495	643	495		
★ゴン太王国★	DrinkOrDie	新領地643,494	643	494		
★ゴン太王国★	DrinkOrDie	新領地644,493	644	493		
★ゴン太王国★	DrinkOrDie	新領地645,492	645	492		
★ゴン太王国★	DrinkOrDie	新領地706,613	706	613		
★ゴン太王国★	DrinkOrDie	新領地734,499	734	499		
★ゴン太王国★	DrinkOrDie	新領地737,499	737	499		
★ゴン太王国★	孫子	風林火山	519	423	806	1
★ゴン太王国★	孫子	風林火山2	514	425	1141	
★ゴン太王国★	孫子	風林火山3	105	752	710	
★ゴン太王国★	孫子	風林火山4	790	656	393	
★ゴン太王国★	孫子	風林火山5	798	662	346	
★ゴン太王国★	孫子	新領地516,424	516	424		
★ゴン太王国★	孫子	新領地511,422	511	422		
★ゴン太王国★	孫子	新領地508,418	508	418		
★ゴン太王国★	孫子	新領地683,553	683	553		
★ゴン太王国★	孫子	新領地685,553	685	553		
★ゴン太王国★	孫子	新領地685,554	685	554		
★ゴン太王国★	孫子	新領地683,552	683	552		
★ゴン太王国★	孫子	新領地683,554	683	554		
★ゴン太王国★	孫子	新領地684,554	684	554		
★ゴン太王国★	孫子	新領地685,552	685	552		
★ゴン太王国★	孫子	新領地682,552	682	552		
★ゴン太王国★	孫子	新領地686,555	686	555		
★ゴン太王国★	孫子	新領地686,552	686	552		
★ゴン太王国★	孫子	新領地679,555	679	555		
★ゴン太王国★	孫子	新領地684,552	684	552		
★ゴン太王国★	孫子	新領地97,762	97	762		
★ゴン太王国★	孫子	新領地98,760	98	760		
★ゴン太王国★	孫子	新領地113,723	113	723		
★ゴン太王国★	孫子	新領地548,461	548	461		
★ゴン太王国★	孫子	新領地112,750	112	750		
★ゴン太王国★	孫子	新領地106,751	106	751		
★ゴン太王国★	孫子	新領地106,750	106	750		
★ゴン太王国★	孫子	新領地101,761	101	761		
★ゴン太王国★	孫子	新領地782,643	782	643		
★ゴン太王国★	孫子	新領地793,653	793	653		
★ゴン太王国★	孫子	新領地791,655	791	655		
★ゴン太王国★	孫子	新領地789,653	789	653		
★ゴン太王国★	孫子	新領地789,657	789	657		
★ゴン太王国★	孫子	新領地792,659	792	659		
★ゴン太王国★	孫子	新領地790,660	790	660		
★ゴン太王国★	孫子	新領地787,658	787	658		
★ゴン太王国★	孫子	新領地794,661	794	661		
★ゴン太王国★	孫子	新領地785,659	785	659		
★ゴン太王国★	孫子	新領地795,662	795	662		
★ゴン太王国★	孫子	新領地789,660	789	660		
★ゴン太王国★	孫子	新領地797,659	797	659		
★ゴン太王国★	孫子	新領地796,665	796	665		
★ゴン太王国★	孫子	新領地797,661	797	661		
★ゴン太王国★	孫子	新領地110,749	110	749		
★ゴン太王国★	孫子	新領地116,747	116	747		
★ゴン太王国★	孫子	新領地116,750	116	750		
★ゴン太王国★	孫子	新領地114,748	114	748		
★ゴン太王国★	孫子	新領地117,746	117	746		
★ゴン太王国★	孫子	新領地112,748	112	748		
★ゴン太王国★	孫子	新領地114,751	114	751		
★ゴン太王国★	孫子	新領地800,652	800	652		
★ゴン太王国★	孫子	新領地118,747	118	747		
★ゴン太王国★	孫子	新領地105,755	105	755		
★ゴン太王国★	孫子	新領地103,758	103	758		
★ゴン太王国★	孫子	新領地102,757	102	757		
★ゴン太王国★	孫子	新領地106,758	106	758		
★ゴン太王国★	しゃれこうべ	頭蓋骨	84	669	774	1
★ゴン太王国★	しゃれこうべ	肩甲骨	69	685	1080	
★ゴン太王国★	しゃれこうべ	遺骨	80	665	257	
★ゴン太王国★	しゃれこうべ	肉骨粉	-5	558	46	
★ゴン太王国★	しゃれこうべ	新規砦-40,539	-40	539	2	
★ゴン太王国★	しゃれこうべ	北東砦100	69	679		
★ゴン太王国★	しゃれこうべ	北東砦101	64	728		
★ゴン太王国★	しゃれこうべ	北東砦113	87	662		
★ゴン太王国★	しゃれこうべ	北東砦114	84	707		
★ゴン太王国★	しゃれこうべ	北東砦115	88	752		
★ゴン太王国★	しゃれこうべ	北東砦126	110	638		
★ゴン太王国★	しゃれこうべ	北東砦128	112	722		
★ゴン太王国★	しゃれこうべ	北東砦129	110	768		
★ゴン太王国★	しゃれこうべ	北東砦182	199	682		
★ゴン太王国★	しゃれこうべ	北東砦230	261	529		
★ゴン太王国★	しゃれこうべ	北東砦247	283	510		
★ゴン太王国★	しゃれこうべ	北東砦317	370	510		
★ゴン太王国★	しゃれこうべ	北東砦378	462	246		
★ゴン太王国★	しゃれこうべ	北東砦384	464	505		
★ゴン太王国★	しゃれこうべ	北東砦396	481	265		
★ゴン太王国★	しゃれこうべ	北東砦399	487	397		
★ゴン太王国★	しゃれこうべ	北東砦417	507	417		
★ゴン太王国★	しゃれこうべ	北東砦449	549	283		
★ゴン太王国★	しゃれこうべ	北東砦451	550	373		
★ゴン太王国★	しゃれこうべ	北東砦453	547	462		
★ゴン太王国★	しゃれこうべ	北東砦467	574	311		
★ゴン太王国★	しゃれこうべ	北東砦468	571	351		
★ゴン太王国★	しゃれこうべ	北東砦469	575	399		
★ゴン太王国★	しゃれこうべ	北東砦470	576	440		
★ゴン太王国★	しゃれこうべ	北東砦484	597	288		
★ゴン太王国★	しゃれこうべ	北東砦485	596	326		
★ゴン太王国★	しゃれこうべ	北東砦487	591	419		
★ゴン太王国★	しゃれこうべ	北東砦488	592	465		
★ゴン太王国★	しゃれこうべ	北東砦505	620	443		
★ゴン太王国★	しゃれこうべ	北東砦506	614	487		
★ゴン太王国★	しゃれこうべ	北東砦515	637	113		
★ゴン太王国★	しゃれこうべ	北東砦523	640	462		
★ゴン太王国★	しゃれこうべ	北東砦540	661	443		
★ゴン太王国★	しゃれこうべ	北東砦541	660	481		
★ゴン太王国★	しゃれこうべ	北東砦542	664	525		
★ゴン太王国★	しゃれこうべ	北東砦549	680	62		
★ゴン太王国★	しゃれこうべ	北東砦558	683	463		
★ゴン太王国★	しゃれこうべ	北東砦559	683	507		
★ゴン太王国★	しゃれこうべ	北東砦561	683	592		
★ゴン太王国★	しゃれこうべ	北東砦576	701	485		
★ゴン太王国★	しゃれこうべ	北東砦577	705	531		
★ゴン太王国★	しゃれこうべ	北東砦578	703	571		
★ゴン太王国★	しゃれこうべ	北東砦579	708	612		
★ゴン太王国★	しゃれこうべ	北東砦584	725	67		
★ゴン太王国★	しゃれこうべ	北東砦594	726	502		
★ゴン太王国★	しゃれこうべ	北東砦595	722	551		
★ゴン太王国★	しゃれこうべ	北東砦596	729	598		
★ゴン太王国★	しゃれこうべ	北東砦597	723	639		
★ゴン太王国★	しゃれこうべ	北東砦598	730	685		
★ゴン太王国★	しゃれこうべ	北東砦601	747	44		
★ゴン太王国★	しゃれこうべ	北東砦612	750	532		
★ゴン太王国★	しゃれこうべ	北東砦613	745	576		
★ゴン太王国★	しゃれこうべ	北東砦616	746	703		
★ゴン太王国★	しゃれこうべ	北東砦618	769	26		
★ゴン太王国★	しゃれこうべ	北東砦619	766	66		
★ゴン太王国★	しゃれこうべ	北東砦629	771	508		
★ゴン太王国★	しゃれこうべ	北東砦630	767	552		
★ゴン太王国★	しゃれこうべ	北西砦9	-3	745		
★ゴン太王国★	しゃれこうべ	北西砦85	-26	773		
★ゴン太王国★	しゃれこうべ	北西砦111	-68	774		
★ゴン太王国★	しゃれこうべ	新領地88,662	88	662		
★ゴン太王国★	しゃれこうべ	新領地84,661	84	661		
★ゴン太王国★	しゃれこうべ	新領地70,680	70	680		
★ゴン太王国★	しゃれこうべ	新領地71,737	71	737		
★ゴン太王国★	しゃれこうべ	新領地71,738	71	738		
★ゴン太王国★	しゃれこうべ	新領地-27,772	-27	772		
★ゴン太王国★	しゃれこうべ	新領地130,750	130	750		
★ゴン太王国★	しゃれこうべ	新領地131,746	131	746		
★ゴン太王国★	しゃれこうべ	新領地-69,776	-69	776		
★ゴン太王国★	しゃれこうべ	新領地112,724	112	724		
★ゴン太王国★	しゃれこうべ	新領地70,686	70	686		
★ゴン太王国★	しゃれこうべ	新領地70,687	70	687		
★ゴン太王国★	しゃれこうべ	新領地70,688	70	688		
★ゴン太王国★	しゃれこうべ	新領地71,689	71	689		
★ゴン太王国★	しゃれこうべ	新領地790,715	790	715		
★ゴン太王国★	しゃれこうべ	新領地789,715	789	715		
★ゴン太王国★	しゃれこうべ	新領地792,716	792	716		
★ゴン太王国★	しゃれこうべ	新領地740,647	740	647		
★ゴン太王国★	しゃれこうべ	新領地740,646	740	646		
★ゴン太王国★	しゃれこうべ	新領地-2,558	-2	558		
★ゴン太王国★	しゃれこうべ	新領地-3,559	-3	559		
★ゴン太王国★	しゃれこうべ	新領地84,670	84	670		
★ゴン太王国★	しゃれこうべ	新領地85,671	85	671		
★ゴン太王国★	しゃれこうべ	新領地84,672	84	672		
★ゴン太王国★	しゃれこうべ	新領地85,673	85	673		
★ゴン太王国★	しゃれこうべ	新領地85,674	85	674		
★ゴン太王国★	しゃれこうべ	新領地-5,561	-5	561		
★ゴン太王国★	しゃれこうべ	新領地-30,538	-30	538		
★ゴン太王国★	しゃれこうべ	新領地-36,540	-36	540		
★ゴン太王国★	しゃれこうべ	新領地-37,539	-37	539		
★ゴン太王国★	しゃれこうべ	新領地-38,540	-38	540		
★ゴン太王国★	しゃれこうべ	新領地-39,540	-39	540		
★ゴン太王国★	しゃれこうべ	新領地-32,541	-32	541		
★ゴン太王国★	タチコマ	タチコマの巣	5	674	578	1
★ゴン太王国★	タチコマ	S.A.C.	85	724	588	
★ゴン太王国★	タチコマ	2nd_GIG	745	633	29	
★ゴン太王国★	タチコマ	攻性防壁	749	711	212	
★ゴン太王国★	タチコマ	新領地4,675	4	675		
★ゴン太王国★	タチコマ	新領地3,657	3	657		
★ゴン太王国★	タチコマ	新領地3,656	3	656		
★ゴン太王国★	タチコマ	新領地683,462	683	462		
★ゴン太王国★	タチコマ	新領地683,464	683	464		
★ゴン太王国★	タチコマ	新領地684,463	684	463		
★ゴン太王国★	タチコマ	新領地682,464	682	464		
★ゴン太王国★	タチコマ	新領地684,462	684	462		
★ゴン太王国★	タチコマ	新領地684,464	684	464		
★ゴン太王国★	タチコマ	新領地89,705	89	705		
★ゴン太王国★	タチコマ	新領地675,471	675	471		
★ゴン太王国★	タチコマ	新領地676,471	676	471		
★ゴン太王国★	タチコマ	新領地682,463	682	463		
★ゴン太王国★	タチコマ	新領地85,723	85	723		
★ゴン太王国★	タチコマ	新領地550,463	550	463		
★ゴン太王国★	タチコマ	新領地748,709	748	709		
★ゴン太王国★	タチコマ	新領地747,704	747	704		
★ゴン太王国★	タチコマ	新領地749,710	749	710		
★ゴン太王国★	タチコマ	新領地464,248	464	248		
★ゴン太王国★	タチコマ	新領地745,634	745	634		
★ゴン太王国★	タチコマ	新領地5,675	5	675		
★ゴン太王国★	タチコマ	新領地6,676	6	676		
★ゴン太王国★	タチコマ	新領地6,677	6	677		
★ゴン太王国★	マンマン	mnk	586	324	927	1
★ゴン太王国★	マンマン	新規村-9,754	-9	754	307	
★ゴン太王国★	マンマン	新規砦-18,729	-18	729	2	
★ゴン太王国★	マンマン	新規砦-28,737	-28	737	2	
★ゴン太王国★	マンマン	新領地4,658	4	658		
★ゴン太王国★	マンマン	新領地3,659	3	659		
★ゴン太王国★	マンマン	新領地8,652	8	652		
★ゴン太王国★	マンマン	新領地372,513	372	513		
★ゴン太王国★	マンマン	新領地-17,729	-17	729		
★ゴン太王国★	マンマン	新領地-17,728	-17	728		
★ゴン太王国★	マンマン	新領地704,571	704	571		
★ゴン太王国★	マンマン	新領地728,598	728	598		
★ゴン太王国★	マンマン	新領地-26,772	-26	772		
★ゴン太王国★	マンマン	新領地-4,764	-4	764		
★ゴン太王国★	マンマン	新領地-6,761	-6	761		
★ゴン太王国★	マンマン	新領地-16,754	-16	754		
★ゴン太王国★	マンマン	新領地-27,759	-27	759		
★ゴン太王国★	マンマン	新領地-30,761	-30	761		
★ゴン太王国★	マンマン	新領地-37,744	-37	744		
★ゴン太王国★	マンマン	新領地-38,738	-38	738		
★ゴン太王国★	マンマン	新領地-20,731	-20	731		
★ゴン太王国★	マンマン	新領地-25,726	-25	726		
★ゴン太王国★	マンマン	新領地768,66	768	66		
★ゴン太王国★	マンマン	新領地-31,725	-31	725		
★ゴン太王国★	マンマン	新領地-30,725	-30	725		
★ゴン太王国★	トプ子	冬眠ちゅう	77	666	863	1
★ゴン太王国★	トプ子	村75,670	75	670	400	
★ゴン太王国★	トプ子	新規村74,664	74	664	598	
★ゴン太王国★	トプ子	新規砦76,667	76	667	159	
★ゴン太王国★	トプ子	新領地86,663	86	663		
★ゴン太王国★	トプ子	新領地87,661	87	661		
★ゴン太王国★	トプ子	新領地86,661	86	661		
★ゴン太王国★	トプ子	新領地87,663	87	663		
★ゴン太王国★	トプ子	新領地88,661	88	661		
★ゴン太王国★	トプ子	新領地76,674	76	674		
★ゴン太王国★	トプ子	新領地129,747	129	747		
★ゴン太王国★	トプ子	新領地129,746	129	746		
★ゴン太王国★	トプ子	新領地76,665	76	665		
★ゴン太王国★	トプ子	新領地74,663	74	663		
★ゴン太王国★	トプ子	新領地88,660	88	660		
★ゴン太王国★	トプ子	新領地76,666	76	666		
★ゴン太王国★	トプ子	新領地77,667	77	667		
★ゴン太王国★	トプ子	新領地77,665	77	665		
★ゴン太王国★	トプ子	新領地78,666	78	666		
★ゴン太王国★	トプ子	新領地78,667	78	667		
★ゴン太王国★	トプ子	新領地78,665	78	665		
★ゴン太王国★	トプ子	新領地86,662	86	662		
★ゴン太王国★	ライスシャワー	ユートピア牧場	461	486	694	1
★ゴン太王国★	ライスシャワー	新規村88,700	88	700	1052	
★ゴン太王国★	ライスシャワー	新規村79,698	79	698	140	
★ゴン太王国★	ライスシャワー	新規村78,701	78	701	25	
★ゴン太王国★	ライスシャワー	新規村130,732	130	732	2	
★ゴン太王国★	ライスシャワー	新領地462,486	462	486		
★ゴン太王国★	ライスシャワー	新領地463,485	463	485		
★ゴン太王国★	ライスシャワー	新領地87,704	87	704		
★ゴン太王国★	ライスシャワー	新領地88,704	88	704		
★ゴン太王国★	ライスシャワー	新領地87,703	87	703		
★ゴン太王国★	ライスシャワー	新領地95,690	95	690		
★ゴン太王国★	ライスシャワー	新領地97,691	97	691		
★ゴン太王国★	ライスシャワー	新領地94,689	94	689		
★ゴン太王国★	ライスシャワー	新領地92,690	92	690		
★ゴン太王国★	ライスシャワー	新領地83,704	83	704		
★ゴン太王国★	ライスシャワー	新領地80,703	80	703		
★ゴン太王国★	ライスシャワー	新領地725,639	725	639		
★ゴン太王国★	ライスシャワー	新領地140,720	140	720		
★ゴン太王国★	ライスシャワー	新領地140,723	140	723		
★ゴン太王国★	ライスシャワー	新領地140,721	140	721		
★ゴン太王国★	ライスシャワー	新領地764,574	764	574		
★ゴン太王国★	ライスシャワー	新領地762,570	762	570		
★ゴン太王国★	ライスシャワー	新領地765,572	765	572		
★ゴン太王国★	ライスシャワー	新領地620,436	620	436		
★ゴン太王国★	ライスシャワー	新領地622,440	622	440		
★ゴン太王国★	ライスシャワー	新領地614,428	614	428		
★ゴン太王国★	ライスシャワー	新領地616,439	616	439		
★ゴン太王国★	ライスシャワー	新領地616,438	616	438		
★ゴン太王国★	ライスシャワー	新領地615,439	615	439		
★ゴン太王国★	ライスシャワー	新領地613,427	613	427		
★ゴン太王国★	ライスシャワー	新領地81,703	81	703		
★ゴン太王国★	ライスシャワー	新領地82,702	82	702		
★ゴン太王国★	ライスシャワー	新領地83,701	83	701		
★ゴン太王国★	ライスシャワー	新領地82,698	82	698		
★ゴン太王国★	ライスシャワー	新領地767,554	767	554		
★ゴン太王国★	ライスシャワー	新領地460,487	460	487		
★ゴン太王国★	ライスシャワー	新領地459,488	459	488		
★ゴン太王国★	ライスシャワー	新領地459,487	459	487		
★ゴン太王国★	ライスシャワー	新領地460,488	460	488		
★ゴン太王国★	ライスシャワー	新領地463,486	463	486		
★ゴン太王国★	ライスシャワー	新領地463,487	463	487		
★ゴン太王国★	ライスシャワー	新領地463,488	463	488		
★ゴン太王国★	ライスシャワー	新領地459,486	459	486		
★ゴン太王国★	ライスシャワー	新領地461,488	461	488		
★ゴン太王国★	ライスシャワー	新領地462,488	462	488		
★ゴン太王国★	ライスシャワー	新領地459,485	459	485		
★ゴン太王国★	ライスシャワー	新領地459,484	459	484		
★ゴン太王国★	ライスシャワー	新領地463,484	463	484		
★ゴン太王国★	ライスシャワー	新領地462,484	462	484		
★ゴン太王国★	ライスシャワー	新領地460,484	460	484		
★ゴン太王国★	ライスシャワー	新領地461,484	461	484		
★ゴン太王国★	ライスシャワー	新領地129,732	129	732		
★ゴン太王国★	ライスシャワー	新領地130,733	130	733		
★ゴン太王国★	ライスシャワー	新領地130,731	130	731		
★ゴン太王国★	ライスシャワー	新領地128,733	128	733		
★ゴン太王国★	ライスシャワー	新領地130,730	130	730		
★ゴン太王国★	ライスシャワー	新領地127,734	127	734		
★ゴン太王国★	ライスシャワー	新領地130,729	130	729		
★ゴン太王国★	ライスシャワー	新領地130,728	130	728		
★ゴン太王国★	ライスシャワー	新領地131,727	131	727		
★ゴン太王国★	東北大好き	東北大好き	643	170	729	1
★ゴン太王国★	東北大好き	新規村645,171	645	171	791	
★ゴン太王国★	東北大好き	新規砦24,591	24	591	2	
★ゴン太王国★	東北大好き	新領地645,169	645	169		
★ゴン太王国★	東北大好き	新領地-45,779	-45	779		
★ゴン太王国★	東北大好き	新領地-28,773	-28	773		
★ゴン太王国★	東北大好き	新領地-65,774	-65	774		
★ゴン太王国★	モジモジ君	モジモジ共和国	357	519	1334	1
★ゴン太王国★	モジモジ君	新規村697,539	697	539	7	
★ゴン太王国★	モジモジ君	新領地351,522	351	522		
★ゴン太王国★	モジモジ君	新領地664,523	664	523		
★ゴン太王国★	モジモジ君	新領地683,591	683	591		
★ゴン太王国★	モジモジ君	新領地697,540	697	540		
★ゴン太王国★	モジモジ君	新領地694,572	694	572		
★ゴン太王国★	モジモジ君	新領地664,595	664	595		
★ゴン太王国★	モジモジ君	新領地659,593	659	593		
★ゴン太王国★	モジモジ君	新領地656,580	656	580		
★ゴン太王国★	モジモジ君	新領地678,579	678	579		
★ゴン太王国★	モジモジ君	新領地670,567	670	567		
★ゴン太王国★	モジモジ君	新領地690,571	690	571		
★ゴン太王国★	モジモジ君	新領地679,571	679	571		
★ゴン太王国★	モジモジ君	新領地680,566	680	566		
★ゴン太王国★	モジモジ君	新領地688,564	688	564		
★ゴン太王国★	モジモジ君	新領地645,571	645	571		
