同盟	君主	領地名	X	Y	人口	本拠
ふりむけば百熊。	きんた	新領地-528,-530	-528	-530		
ふりむけば百熊。	きんた	新領地-525,-529	-525	-529		
ふりむけば百熊。	きんた	新領地-527,-530	-527	-530		
ふりむけば百熊。	きんた	新領地-525,-528	-525	-528		
ふりむけば百熊。	きんた	新領地-530,-422	-530	-422		
ふりむけば百熊。	きんた	新領地-679,-68	-679	-68		
ふりむけば百熊。	きんた	新領地-681,-68	-681	-68		
ふりむけば百熊。	きんた	新領地-682,-68	-682	-68		
ふりむけば百熊。	きんた	新領地-683,-68	-683	-68		
ふりむけば百熊。	きんた	新領地-681,-71	-681	-71		
ふりむけば百熊。	きんた	新領地-681,-72	-681	-72		
ふりむけば百熊。	きんた	新領地-678,-68	-678	-68		
ふりむけば百熊。	きんた	新領地-677,-68	-677	-68		
ふりむけば百熊。	きんた	新領地-672,-67	-672	-67		
ふりむけば百熊。	きんた	新領地-675,-68	-675	-68		
ふりむけば百熊。	きんた	新領地-670,-68	-670	-68		
ふりむけば百熊。	きんた	新領地-670,-69	-670	-69		
ふりむけば百熊。	きんた	新領地-671,-70	-671	-70		
ふりむけば百熊。	きんた	新領地-684,-68	-684	-68		
ふりむけば百熊。	きんた	新領地-686,-68	-686	-68		
ふりむけば百熊。	きんた	新領地-687,-68	-687	-68		
ふりむけば百熊。	きんた	新領地-688,-68	-688	-68		
ふりむけば百熊。	きんた	新領地-666,-69	-666	-69		
ふりむけば百熊。	きんた	新領地-665,-69	-665	-69		
ふりむけば百熊。	きんた	新領地-679,-70	-679	-70		
ふりむけば百熊。	きんた	新領地-679,-71	-679	-71		
ふりむけば百熊。	きんた	新領地-649,-292	-649	-292		
ふりむけば百熊。	きんた	新領地-652,-289	-652	-289		
ふりむけば百熊。	きんた	新領地-651,-295	-651	-295		
ふりむけば百熊。	きんた	新領地-591,-507	-591	-507		
ふりむけば百熊。	きんた	新領地-589,-505	-589	-505		
ふりむけば百熊。	きんた	新領地-594,-504	-594	-504		
ふりむけば百熊。	きんた	新領地-595,-503	-595	-503		
ふりむけば百熊。	きんた	新領地-585,-507	-585	-507		
ふりむけば百熊。	きんた	新領地-596,-504	-596	-504		
ふりむけば百熊。	きんた	新領地-584,-506	-584	-506		
ふりむけば百熊。	きんた	新領地-597,-504	-597	-504		
ふりむけば百熊。	きんた	新領地-598,-504	-598	-504		
ふりむけば百熊。	きんた	新領地-583,-504	-583	-504		
ふりむけば百熊。	きんた	新領地-619,-572	-619	-572		
ふりむけば百熊。	きんた	新領地-599,-503	-599	-503		
ふりむけば百熊。	きんた	新領地-587,-510	-587	-510		
ふりむけば百熊。	きんた	新領地-600,-503	-600	-503		
ふりむけば百熊。	きんた	新領地-588,-511	-588	-511		
ふりむけば百熊。	きんた	新領地-722,-362	-722	-362		
ふりむけば百熊。	きんた	新領地-728,-361	-728	-361		
ふりむけば百熊。	きんた	新領地-729,-357	-729	-357		
ふりむけば百熊。	きんた	新領地-732,-360	-732	-360		
ふりむけば百熊。	きんた	新領地-600,-502	-600	-502		
ふりむけば百熊。	きんた	新領地-739,-372	-739	-372		
ふりむけば百熊。	きんた	新領地-679,-460	-679	-460		
ふりむけば百熊。	きんた	新領地-737,-379	-737	-379		
ふりむけば百熊。	きんた	新領地-740,-378	-740	-378		
ふりむけば百熊。	きんた	新領地-736,-374	-736	-374		
ふりむけば百熊。	きんた	新領地-738,-375	-738	-375		
ふりむけば百熊。	きんた	新領地-527,-423	-527	-423		
ふりむけば百熊。	きんた	新領地-527,-422	-527	-422		
ふりむけば百熊。	きんた	新領地-529,-421	-529	-421		
ふりむけば百熊。	きんた	新領地-530,-421	-530	-421		
ふりむけば百熊。	きんた	新領地-532,-424	-532	-424		
ふりむけば百熊。	きんた	新領地-531,-421	-531	-421		
ふりむけば百熊。	きんた	新領地-531,-423	-531	-423		
ふりむけば百熊。	きんた	新領地-532,-429	-532	-429		
ふりむけば百熊。	きんた	新領地-528,-421	-528	-421		
ふりむけば百熊。	きんた	新領地-580,-506	-580	-506		
ふりむけば百熊。	きんた	新領地-527,-424	-527	-424		
ふりむけば百熊。	きんた	新領地-527,-421	-527	-421		
ふりむけば百熊。	きんた	新領地-532,-430	-532	-430		
ふりむけば百熊。	きんた	新領地-523,-426	-523	-426		
ふりむけば百熊。	きんた	新領地-522,-426	-522	-426		
ふりむけば百熊。	きんた	新領地-531,-431	-531	-431		
ふりむけば百熊。	きんた	新領地-601,-501	-601	-501		
ふりむけば百熊。	きんた	新領地-355,-749	-355	-749		
ふりむけば百熊。	きんた	新領地-703,-311	-703	-311		
ふりむけば百熊。	Gary	ふっかーつ	-621	-271	888	1
ふりむけば百熊。	Gary	Izakaya-Guu	-646	-321	668	
ふりむけば百熊。	Gary	Samurai-sush	-678	-374	540	
ふりむけば百熊。	Gary	新規砦-689,-300	-689	-300	623	
ふりむけば百熊。	Gary	新規砦-699,-300	-699	-300	2	
ふりむけば百熊。	Gary	新領地-624,-268	-624	-268		
ふりむけば百熊。	Gary	新領地-233,-322	-233	-322		
ふりむけば百熊。	Gary	新領地-665,-355	-665	-355		
ふりむけば百熊。	Gary	新領地-670,-369	-670	-369		
ふりむけば百熊。	Gary	新領地-620,-271	-620	-271		
ふりむけば百熊。	Gary	新領地-620,-270	-620	-270		
ふりむけば百熊。	Gary	新領地-622,-272	-622	-272		
ふりむけば百熊。	Gary	新領地-620,-272	-620	-272		
ふりむけば百熊。	Gary	新領地-621,-270	-621	-270		
ふりむけば百熊。	Gary	新領地-622,-271	-622	-271		
ふりむけば百熊。	Gary	新領地-622,-270	-622	-270		
ふりむけば百熊。	Gary	新領地-621,-272	-621	-272		
ふりむけば百熊。	Gary	新領地-683,-413	-683	-413		
ふりむけば百熊。	Gary	新領地-673,-431	-673	-431		
ふりむけば百熊。	Gary	新領地-661,-439	-661	-439		
ふりむけば百熊。	Gary	新領地-660,-439	-660	-439		
ふりむけば百熊。	Gary	新領地-658,-441	-658	-441		
ふりむけば百熊。	Gary	新領地-709,-443	-709	-443		
ふりむけば百熊。	Gary	新領地-716,-426	-716	-426		
ふりむけば百熊。	Gary	新領地-718,-424	-718	-424		
ふりむけば百熊。	Gary	新領地-728,-418	-728	-418		
ふりむけば百熊。	Gary	新領地-694,-431	-694	-431		
ふりむけば百熊。	Gary	新領地-699,-392	-699	-392		
ふりむけば百熊。	Gary	新領地-697,-393	-697	-393		
ふりむけば百熊。	Gary	新領地-693,-397	-693	-397		
ふりむけば百熊。	Gary	新領地-774,-775	-774	-775		
ふりむけば百熊。	Gary	新領地-703,-442	-703	-442		
ふりむけば百熊。	Gary	新領地-677,-58	-677	-58		
ふりむけば百熊。	Gary	新領地-700,-445	-700	-445		
ふりむけば百熊。	Gary	新領地-704,-439	-704	-439		
ふりむけば百熊。	Gary	新領地-753,-750	-753	-750		
ふりむけば百熊。	Gary	新領地-750,-752	-750	-752		
ふりむけば百熊。	Gary	新領地-751,-752	-751	-752		
ふりむけば百熊。	Gary	新領地-725,-419	-725	-419		
ふりむけば百熊。	Gary	新領地-723,-421	-723	-421		
ふりむけば百熊。	Gary	新領地-701,-180	-701	-180		
ふりむけば百熊。	Gary	新領地-668,-315	-668	-315		
ふりむけば百熊。	Gary	新領地-670,-317	-670	-317		
ふりむけば百熊。	Gary	新領地-668,-320	-668	-320		
ふりむけば百熊。	Gary	新領地-673,-312	-673	-312		
ふりむけば百熊。	Gary	新領地-668,-312	-668	-312		
ふりむけば百熊。	Gary	新領地-769,-245	-769	-245		
ふりむけば百熊。	Gary	新領地-769,-236	-769	-236		
ふりむけば百熊。	Gary	新領地-660,-306	-660	-306		
ふりむけば百熊。	Gary	新領地-700,-398	-700	-398		
ふりむけば百熊。	Gary	新領地-671,-312	-671	-312		
ふりむけば百熊。	Gary	新領地-766,-239	-766	-239		
ふりむけば百熊。	Gary	新領地-692,-398	-692	-398		
ふりむけば百熊。	Gary	新領地-699,-398	-699	-398		
ふりむけば百熊。	Gary	新領地-690,-302	-690	-302		
ふりむけば百熊。	Gary	新領地-691,-303	-691	-303		
ふりむけば百熊。	Gary	新領地-689,-304	-689	-304		
ふりむけば百熊。	Gary	新領地-642,-323	-642	-323		
ふりむけば百熊。	Gary	新領地-767,-332	-767	-332		
ふりむけば百熊。	Gary	新領地-641,-324	-641	-324		
ふりむけば百熊。	Gary	新領地-640,-324	-640	-324		
ふりむけば百熊。	Gary	新領地-702,-435	-702	-435		
ふりむけば百熊。	Gary	新領地-713,-429	-713	-429		
ふりむけば百熊。	Gary	新領地-694,-437	-694	-437		
ふりむけば百熊。	Gary	新領地-692,-439	-692	-439		
ふりむけば百熊。	Gary	新領地-692,-437	-692	-437		
ふりむけば百熊。	Gary	新領地-690,-436	-690	-436		
ふりむけば百熊。	Gary	新領地-689,-301	-689	-301		
ふりむけば百熊。	Gary	新領地-703,-436	-703	-436		
ふりむけば百熊。	Gary	新領地-746,-41	-746	-41		
ふりむけば百熊。	Gary	新領地-745,-43	-745	-43		
ふりむけば百熊。	Gary	新領地-623,-273	-623	-273		
ふりむけば百熊。	Gary	新領地-622,-273	-622	-273		
ふりむけば百熊。	Gary	新領地-745,-42	-745	-42		
ふりむけば百熊。	Gary	新領地-691,-439	-691	-439		
ふりむけば百熊。	Gary	新領地-692,-303	-692	-303		
ふりむけば百熊。	Gary	新領地-689,-435	-689	-435		
ふりむけば百熊。	Gary	新領地-693,-302	-693	-302		
ふりむけば百熊。	Gary	新領地-694,-436	-694	-436		
ふりむけば百熊。	Gary	新領地-696,-302	-696	-302		
ふりむけば百熊。	Gary	新領地-697,-302	-697	-302		
ふりむけば百熊。	Gary	新領地-698,-302	-698	-302		
ふりむけば百熊。	Gary	新領地-699,-301	-699	-301		
ふりむけば百熊。	Gary	新領地-691,-438	-691	-438		
ふりむけば百熊。	Gary	新領地-692,-436	-692	-436		
ふりむけば百熊。	Gary	新領地-691,-440	-691	-440		
ふりむけば百熊。	Gary	新領地-694,-438	-694	-438		
ふりむけば百熊。	Gary	新領地-695,-439	-695	-439		
ふりむけば百熊。	Gary	新領地-694,-440	-694	-440		
ふりむけば百熊。	Gary	新領地-699,-299	-699	-299		
ふりむけば百熊。	Gary	新領地-700,-302	-700	-302		
ふりむけば百熊。	Gary	新領地-701,-130	-701	-130		
ふりむけば百熊。	Gary	新領地-691,-437	-691	-437		
ふりむけば百熊。	meg	うω熊。	-601	-313	1236	1
ふりむけば百熊。	meg	げω熊。	-660	-158	3	
ふりむけば百熊。	meg	きω熊。	-736	-551	636	
ふりむけば百熊。	meg	がしゅω熊。	-107	-94	678	
ふりむけば百熊。	meg	うぃω熊。	-666	-602	505	
ふりむけば百熊。	meg	新規砦-707,-219	-707	-219	2	
ふりむけば百熊。	meg	新規砦38,-642	38	-642	2	
ふりむけば百熊。	meg	新領地-601,-312	-601	-312		
ふりむけば百熊。	meg	新領地-600,-311	-600	-311		
ふりむけば百熊。	meg	新領地-600,-310	-600	-310		
ふりむけば百熊。	meg	新領地-555,-507	-555	-507		
ふりむけば百熊。	meg	新領地-667,-164	-667	-164		
ふりむけば百熊。	meg	新領地-661,-165	-661	-165		
ふりむけば百熊。	meg	新領地-312,-663	-312	-663		
ふりむけば百熊。	meg	新領地-106,-93	-106	-93		
ふりむけば百熊。	meg	新領地-557,-533	-557	-533		
ふりむけば百熊。	meg	新領地-110,-96	-110	-96		
ふりむけば百熊。	meg	新領地-114,-94	-114	-94		
ふりむけば百熊。	meg	新領地-115,-93	-115	-93		
ふりむけば百熊。	meg	新領地-558,-532	-558	-532		
ふりむけば百熊。	meg	新領地-692,-481	-692	-481		
ふりむけば百熊。	meg	新領地-701,-478	-701	-478		
ふりむけば百熊。	meg	新領地-701,-475	-701	-475		
ふりむけば百熊。	meg	新領地-702,-474	-702	-474		
ふりむけば百熊。	meg	新領地-703,-473	-703	-473		
ふりむけば百熊。	meg	新領地-703,-481	-703	-481		
ふりむけば百熊。	meg	新領地-700,-474	-700	-474		
ふりむけば百熊。	meg	新領地-699,-473	-699	-473		
ふりむけば百熊。	meg	新領地-698,-472	-698	-472		
ふりむけば百熊。	meg	新領地-703,-475	-703	-475		
ふりむけば百熊。	meg	新領地-704,-476	-704	-476		
ふりむけば百熊。	meg	新領地-705,-476	-705	-476		
ふりむけば百熊。	meg	新領地-706,-477	-706	-477		
ふりむけば百熊。	meg	新領地-704,-472	-704	-472		
ふりむけば百熊。	meg	新領地-693,-480	-693	-480		
ふりむけば百熊。	meg	新領地-728,-638	-728	-638		
ふりむけば百熊。	meg	新領地-698,-484	-698	-484		
ふりむけば百熊。	meg	新領地-706,-444	-706	-444		
ふりむけば百熊。	meg	新領地-604,-310	-604	-310		
ふりむけば百熊。	meg	新領地-604,-311	-604	-311		
ふりむけば百熊。	meg	新領地-604,-312	-604	-312		
ふりむけば百熊。	meg	新領地-604,-313	-604	-313		
ふりむけば百熊。	meg	新領地-604,-314	-604	-314		
ふりむけば百熊。	meg	新領地-604,-315	-604	-315		
ふりむけば百熊。	meg	新領地-605,-315	-605	-315		
ふりむけば百熊。	meg	新領地-606,-315	-606	-315		
ふりむけば百熊。	meg	新領地-606,-316	-606	-316		
ふりむけば百熊。	meg	新領地-599,-315	-599	-315		
ふりむけば百熊。	meg	新領地-604,-317	-604	-317		
ふりむけば百熊。	meg	新領地-601,-309	-601	-309		
ふりむけば百熊。	meg	新領地-604,-318	-604	-318		
ふりむけば百熊。	meg	新領地-598,-314	-598	-314		
ふりむけば百熊。	meg	新領地-602,-318	-602	-318		
ふりむけば百熊。	meg	新領地-602,-312	-602	-312		
ふりむけば百熊。	meg	新領地-603,-319	-603	-319		
ふりむけば百熊。	meg	新領地-600,-312	-600	-312		
ふりむけば百熊。	meg	新領地-602,-313	-602	-313		
ふりむけば百熊。	meg	新領地-600,-313	-600	-313		
ふりむけば百熊。	meg	新領地-600,-314	-600	-314		
ふりむけば百熊。	meg	新領地-599,-309	-599	-309		
ふりむけば百熊。	meg	新領地-598,-309	-598	-309		
ふりむけば百熊。	meg	新領地-598,-308	-598	-308		
ふりむけば百熊。	meg	新領地-599,-307	-599	-307		
ふりむけば百熊。	牙瞬	牙瞬城	-343	-584	1181	1
ふりむけば百熊。	牙瞬	牙村砦1	-665	-626	601	
ふりむけば百熊。	牙瞬	牙村砦2	-767	-273	393	
ふりむけば百熊。	牙瞬	牙村砦3	-753	-317	630	
ふりむけば百熊。	牙瞬	牙村砦4	-199	-290	363	
ふりむけば百熊。	牙瞬	新領地-344,-585	-344	-585		
ふりむけば百熊。	牙瞬	新領地-347,-585	-347	-585		
ふりむけば百熊。	牙瞬	新領地-621,-578	-621	-578		
ふりむけば百熊。	牙瞬	新領地-600,-559	-600	-559		
ふりむけば百熊。	牙瞬	新領地-598,-560	-598	-560		
ふりむけば百熊。	牙瞬	新領地-674,-630	-674	-630		
ふりむけば百熊。	牙瞬	新領地-682,-638	-682	-638		
ふりむけば百熊。	牙瞬	新領地-655,-653	-655	-653		
ふりむけば百熊。	牙瞬	新領地-631,-592	-631	-592		
ふりむけば百熊。	牙瞬	新領地-344,-584	-344	-584		
ふりむけば百熊。	牙瞬	新領地-343,-583	-343	-583		
ふりむけば百熊。	牙瞬	新領地-344,-583	-344	-583		
ふりむけば百熊。	牙瞬	新領地-342,-583	-342	-583		
ふりむけば百熊。	牙瞬	新領地-343,-585	-343	-585		
ふりむけば百熊。	牙瞬	新領地-342,-585	-342	-585		
ふりむけば百熊。	牙瞬	新領地-342,-584	-342	-584		
ふりむけば百熊。	牙瞬	新領地-342,-586	-342	-586		
ふりむけば百熊。	牙瞬	新領地-326,-576	-326	-576		
ふりむけば百熊。	牙瞬	新領地-327,-577	-327	-577		
ふりむけば百熊。	牙瞬	新領地-323,-574	-323	-574		
ふりむけば百熊。	牙瞬	新領地-327,-578	-327	-578		
ふりむけば百熊。	牙瞬	新領地-327,-576	-327	-576		
ふりむけば百熊。	牙瞬	新領地-325,-576	-325	-576		
ふりむけば百熊。	牙瞬	新領地-202,-290	-202	-290		
ふりむけば百熊。	牙瞬	新領地-199,-289	-199	-289		
ふりむけば百熊。	牙瞬	新領地-175,-264	-175	-264		
ふりむけば百熊。	牙瞬	新領地-768,-274	-768	-274		
ふりむけば百熊。	牙瞬	新領地-549,-595	-549	-595		
ふりむけば百熊。	牙瞬	新領地-637,-194	-637	-194		
ふりむけば百熊。	牙瞬	新領地-750,-314	-750	-314		
ふりむけば百熊。	牙瞬	新領地-744,-315	-744	-315		
ふりむけば百熊。	牙瞬	新領地-745,-315	-745	-315		
ふりむけば百熊。	牙瞬	新領地-775,-578	-775	-578		
ふりむけば百熊。	牙瞬	新領地-774,-577	-774	-577		
ふりむけば百熊。	牙瞬	新領地-774,-575	-774	-575		
ふりむけば百熊。	牙瞬	新領地-775,-574	-775	-574		
ふりむけば百熊。	牙瞬	新領地-775,-576	-775	-576		
ふりむけば百熊。	牙瞬	新領地-782,-578	-782	-578		
ふりむけば百熊。	牙瞬	新領地-781,-577	-781	-577		
ふりむけば百熊。	牙瞬	新領地-783,-578	-783	-578		
ふりむけば百熊。	牙瞬	新領地-781,-579	-781	-579		
ふりむけば百熊。	牙瞬	新領地-798,-595	-798	-595		
ふりむけば百熊。	牙瞬	新領地-797,-596	-797	-596		
ふりむけば百熊。	牙瞬	新領地-797,-597	-797	-597		
ふりむけば百熊。	牙瞬	新領地-797,-595	-797	-595		
ふりむけば百熊。	牙瞬	新領地-758,-376	-758	-376		
ふりむけば百熊。	牙瞬	新領地-756,-374	-756	-374		
ふりむけば百熊。	牙瞬	新領地-687,-642	-687	-642		
ふりむけば百熊。	牙瞬	新領地-200,-285	-200	-285		
ふりむけば百熊。	牙瞬	新領地-200,-282	-200	-282		
ふりむけば百熊。	牙瞬	新領地-200,-281	-200	-281		
ふりむけば百熊。	牙瞬	新領地-201,-279	-201	-279		
ふりむけば百熊。	牙瞬	新領地-202,-279	-202	-279		
ふりむけば百熊。	牙瞬	新領地-202,-278	-202	-278		
ふりむけば百熊。	牙瞬	新領地-199,-279	-199	-279		
ふりむけば百熊。	牙瞬	新領地-202,-277	-202	-277		
ふりむけば百熊。	牙瞬	新領地-199,-278	-199	-278		
ふりむけば百熊。	牙瞬	新領地-201,-277	-201	-277		
ふりむけば百熊。	牙瞬	新領地-200,-277	-200	-277		
ふりむけば百熊。	牙瞬	新領地-199,-277	-199	-277		
ふりむけば百熊。	牙瞬	新領地-200,-278	-200	-278		
ふりむけば百熊。	牙瞬	新領地-754,-384	-754	-384		
ふりむけば百熊。	牙瞬	新領地-200,-279	-200	-279		
ふりむけば百熊。	牙瞬	新領地-753,-384	-753	-384		
ふりむけば百熊。	牙瞬	新領地-664,-627	-664	-627		
ふりむけば百熊。	牙瞬	新領地-665,-628	-665	-628		
ふりむけば百熊。	牙瞬	新領地-665,-629	-665	-629		
ふりむけば百熊。	牙瞬	新領地-665,-630	-665	-630		
ふりむけば百熊。	牙瞬	新領地-292,-374	-292	-374		
ふりむけば百熊。	牙瞬	新領地-666,-631	-666	-631		
ふりむけば百熊。	牙瞬	新領地-667,-632	-667	-632		
ふりむけば百熊。	牙瞬	新領地-668,-631	-668	-631		
ふりむけば百熊。	牙瞬	新領地-664,-631	-664	-631		
ふりむけば百熊。	玄椿	清白屋	-660	-156	594	1
ふりむけば百熊。	玄椿	青壱の拠点	-316	-384	572	
ふりむけば百熊。	玄椿	黒壱の拠点	-329	-288	575	
ふりむけば百熊。	玄椿	青弐の拠点	-753	-325	506	
ふりむけば百熊。	玄椿	緑壱の拠点	-338	-314	170	
ふりむけば百熊。	玄椿	新規砦-653,-83	-653	-83	2	
ふりむけば百熊。	玄椿	新領地-659,-157	-659	-157		
ふりむけば百熊。	玄椿	新領地-674,-145	-674	-145		
ふりむけば百熊。	玄椿	新領地-693,-138	-693	-138		
ふりむけば百熊。	玄椿	新領地-385,-497	-385	-497		
ふりむけば百熊。	玄椿	新領地-326,-413	-326	-413		
ふりむけば百熊。	玄椿	新領地-659,-156	-659	-156		
ふりむけば百熊。	玄椿	新領地-659,-155	-659	-155		
ふりむけば百熊。	玄椿	新領地-659,-158	-659	-158		
ふりむけば百熊。	玄椿	新領地-660,-155	-660	-155		
ふりむけば百熊。	玄椿	新領地-660,-154	-660	-154		
ふりむけば百熊。	玄椿	新領地-660,-153	-660	-153		
ふりむけば百熊。	玄椿	新領地-659,-159	-659	-159		
ふりむけば百熊。	玄椿	新領地-659,-160	-659	-160		
ふりむけば百熊。	玄椿	新領地-252,-340	-252	-340		
ふりむけば百熊。	玄椿	新領地-314,-396	-314	-396		
ふりむけば百熊。	玄椿	新領地-661,-155	-661	-155		
ふりむけば百熊。	玄椿	新領地-661,-156	-661	-156		
ふりむけば百熊。	玄椿	新領地-660,-157	-660	-157		
ふりむけば百熊。	玄椿	新領地-661,-157	-661	-157		
ふりむけば百熊。	玄椿	新領地-336,-373	-336	-373		
ふりむけば百熊。	玄椿	新領地-327,-378	-327	-378		
ふりむけば百熊。	玄椿	新領地-324,-378	-324	-378		
ふりむけば百熊。	玄椿	新領地-322,-379	-322	-379		
ふりむけば百熊。	玄椿	新領地-343,-341	-343	-341		
ふりむけば百熊。	玄椿	新領地-351,-348	-351	-348		
ふりむけば百熊。	玄椿	新領地-333,-329	-333	-329		
ふりむけば百熊。	玄椿	新領地-329,-322	-329	-322		
ふりむけば百熊。	玄椿	新領地-350,-307	-350	-307		
ふりむけば百熊。	玄椿	新領地-343,-306	-343	-306		
ふりむけば百熊。	玄椿	新領地-341,-255	-341	-255		
ふりむけば百熊。	玄椿	新領地-338,-235	-338	-235		
ふりむけば百熊。	玄椿	新領地-335,-242	-335	-242		
ふりむけば百熊。	玄椿	新領地-332,-242	-332	-242		
ふりむけば百熊。	玄椿	新領地-755,-337	-755	-337		
ふりむけば百熊。	玄椿	新領地-334,-239	-334	-239		
ふりむけば百熊。	玄椿	新領地-340,-240	-340	-240		
ふりむけば百熊。	玄椿	新領地-755,-326	-755	-326		
ふりむけば百熊。	玄椿	新領地-308,-356	-308	-356		
ふりむけば百熊。	玄椿	新領地-765,-328	-765	-328		
ふりむけば百熊。	玄椿	新領地-349,-269	-349	-269		
ふりむけば百熊。	玄椿	新領地-348,-270	-348	-270		
ふりむけば百熊。	玄椿	新領地-332,-321	-332	-321		
ふりむけば百熊。	玄椿	新領地-328,-330	-328	-330		
ふりむけば百熊。	玄椿	新領地-330,-316	-330	-316		
ふりむけば百熊。	玄椿	新領地-752,-343	-752	-343		
ふりむけば百熊。	玄椿	新領地-749,-340	-749	-340		
ふりむけば百熊。	玄椿	新領地-323,-278	-323	-278		
ふりむけば百熊。	玄椿	新領地-323,-279	-323	-279		
ふりむけば百熊。	玄椿	新領地-324,-281	-324	-281		
ふりむけば百熊。	玄椿	新領地-799,-589	-799	-589		
ふりむけば百熊。	玄椿	新領地-799,-590	-799	-590		
ふりむけば百熊。	玄椿	新領地-338,-311	-338	-311		
ふりむけば百熊。	玄椿	新領地-338,-319	-338	-319		
ふりむけば百熊。	玄椿	新領地-347,-320	-347	-320		
