同盟	君主	領地名	X	Y	人口	本拠
DC♪	レクサス	新領地-69,547	-69	547		
DC♪	レクサス	新領地-96,530	-96	530		
DC♪	レクサス	新領地-104,537	-104	537		
DC♪	レクサス	新領地-101,541	-101	541		
DC♪	レクサス	新領地-287,305	-287	305		
DC♪	レクサス	新領地-288,306	-288	306		
DC♪	レクサス	新領地-289,307	-289	307		
DC♪	レクサス	新領地-289,308	-289	308		
DC♪	レクサス	新領地-289,309	-289	309		
DC♪	レクサス	新領地-290,310	-290	310		
DC♪	レクサス	新領地-290,311	-290	311		
DC♪	レクサス	新領地-290,312	-290	312		
DC♪	レクサス	新領地-260,309	-260	309		
DC♪	レクサス	新領地-290,313	-290	313		
DC♪	レクサス	新領地-289,314	-289	314		
DC♪	レクサス	新領地-289,315	-289	315		
DC♪	レクサス	新領地-87,525	-87	525		
DC♪	レクサス	新領地-290,316	-290	316		
DC♪	レクサス	新領地-283,302	-283	302		
DC♪	レクサス	新領地-282,301	-282	301		
DC♪	レクサス	新領地-86,524	-86	524		
DC♪	レクサス	新領地-281,300	-281	300		
DC♪	レクサス	新領地-280,299	-280	299		
DC♪	レクサス	新領地-279,298	-279	298		
DC♪	レクサス	新領地-85,523	-85	523		
DC♪	レクサス	新領地-278,299	-278	299		
DC♪	レクサス	新領地-277,299	-277	299		
DC♪	レクサス	新領地-84,523	-84	523		
DC♪	レクサス	新領地-87,532	-87	532		
DC♪	レクサス	新領地-86,533	-86	533		
DC♪	レクサス	新領地-96,529	-96	529		
DC♪	チェブ	オレンジ大好き◕‿◕♡	-183	654	470	1
DC♪	チェブ	新規村-113,769	-113	769	375	
DC♪	チェブ	新規砦-272,287	-272	287	2	
DC♪	チェブ	新規砦-108,782	-108	782	137	
DC♪	チェブ	新規砦-263,294	-263	294	2	
DC♪	チェブ	新領地-185,655	-185	655		
DC♪	チェブ	新領地-182,652	-182	652		
DC♪	チェブ	新領地-63,722	-63	722		
DC♪	チェブ	新領地-172,750	-172	750		
DC♪	チェブ	新領地-156,742	-156	742		
DC♪	チェブ	新領地-161,740	-161	740		
DC♪	チェブ	新領地-270,260	-270	260		
DC♪	チェブ	新領地-248,235	-248	235		
DC♪	チェブ	新領地-298,208	-298	208		
DC♪	チェブ	新領地-299,209	-299	209		
DC♪	チェブ	新領地-301,210	-301	210		
DC♪	チェブ	新領地-265,221	-265	221		
DC♪	チェブ	新領地-334,284	-334	284		
DC♪	チェブ	新領地-310,305	-310	305		
DC♪	チェブ	新領地-108,773	-108	773		
DC♪	チェブ	新領地-257,418	-257	418		
DC♪	チェブ	新領地-256,418	-256	418		
DC♪	チェブ	新領地-255,418	-255	418		
DC♪	チェブ	新領地-251,416	-251	416		
DC♪	チェブ	新領地-317,405	-317	405		
DC♪	チェブ	新領地-107,776	-107	776		
DC♪	チェブ	新領地-108,774	-108	774		
DC♪	チェブ	新領地-277,285	-277	285		
DC♪	チェブ	新領地-280,285	-280	285		
DC♪	チェブ	新領地-277,287	-277	287		
DC♪	チェブ	新領地-271,286	-271	286		
DC♪	チェブ	新領地-283,281	-283	281		
DC♪	チェブ	新領地-108,777	-108	777		
DC♪	チェブ	新領地-109,781	-109	781		
DC♪	チェブ	新領地-109,784	-109	784		
DC♪	チェブ	新領地-107,784	-107	784		
DC♪	チェブ	新領地-106,783	-106	783		
DC♪	チェブ	新領地-108,780	-108	780		
DC♪	チェブ	新領地-105,783	-105	783		
DC♪	チェブ	新領地-107,782	-107	782		
DC♪	チェブ	新領地-273,287	-273	287		
DC♪	チェブ	新領地-270,287	-270	287		
DC♪	チェブ	新領地-271,288	-271	288		
DC♪	猪八戒	豚の貯金箱	-147	663	860	1
DC♪	猪八戒	新規砦-175,663	-175	663	574	
DC♪	猪八戒	新規砦-174,781	-174	781	256	
DC♪	猪八戒	新規砦-148,753	-148	753	118	
DC♪	猪八戒	新規砦-145,738	-145	738	2	
DC♪	猪八戒	新領地-243,242	-243	242		
DC♪	猪八戒	新領地-280,278	-280	278		
DC♪	猪八戒	新領地-241,242	-241	242		
DC♪	猪八戒	新領地-241,241	-241	241		
DC♪	猪八戒	新領地-241,243	-241	243		
DC♪	猪八戒	新領地-242,241	-242	241		
DC♪	猪八戒	新領地-243,243	-243	243		
DC♪	猪八戒	新領地-243,241	-243	241		
DC♪	猪八戒	新領地-242,243	-242	243		
DC♪	猪八戒	新領地-286,242	-286	242		
DC♪	猪八戒	新領地-286,241	-286	241		
DC♪	猪八戒	新領地-287,241	-287	241		
DC♪	猪八戒	新領地-286,243	-286	243		
DC♪	猪八戒	新領地-288,242	-288	242		
DC♪	猪八戒	新領地-288,243	-288	243		
DC♪	猪八戒	新領地-287,243	-287	243		
DC♪	猪八戒	新領地-288,241	-288	241		
DC♪	猪八戒	新領地-333,283	-333	283		
DC♪	猪八戒	新領地-276,217	-276	217		
DC♪	猪八戒	新領地-151,670	-151	670		
DC♪	猪八戒	新領地-156,666	-156	666		
DC♪	猪八戒	新領地-154,672	-154	672		
DC♪	猪八戒	新領地-153,677	-153	677		
DC♪	猪八戒	新領地-150,664	-150	664		
DC♪	猪八戒	新領地-161,761	-161	761		
DC♪	猪八戒	新領地-155,671	-155	671		
DC♪	猪八戒	新領地-161,756	-161	756		
DC♪	猪八戒	新領地-170,768	-170	768		
DC♪	猪八戒	新領地-169,774	-169	774		
DC♪	猪八戒	新領地-169,768	-169	768		
DC♪	猪八戒	新領地-174,783	-174	783		
DC♪	猪八戒	新領地-172,779	-172	779		
DC♪	猪八戒	新領地-171,780	-171	780		
DC♪	猪八戒	新領地-147,740	-147	740		
DC♪	猪八戒	新領地-149,754	-149	754		
DC♪	猪八戒	新領地-157,789	-157	789		
DC♪	猪八戒	新領地-157,788	-157	788		
DC♪	猪八戒	新領地-146,741	-146	741		
DC♪	猪八戒	新領地-145,741	-145	741		
DC♪	猪八戒	新領地-144,740	-144	740		
DC♪	猪八戒	新領地-144,739	-144	739		
DC♪	猪八戒	新領地-145,737	-145	737		
DC♪	EKO	.+✽:｡(*￫௰◕)♡	-105	672	346	1
DC♪	EKO	(❛ᴗ❛(❛ᴗ❛♡	-105	686	145	
DC♪	EKO	新規砦-448,626	-448	626	90	
DC♪	EKO	新規砦-329,331	-329	331	2	
DC♪	EKO	新規砦-343,336	-343	336	2	
DC♪	EKO	新領地-103,674	-103	674		
DC♪	EKO	新領地-105,679	-105	679		
DC♪	EKO	新領地-107,681	-107	681		
DC♪	EKO	新領地-106,682	-106	682		
DC♪	EKO	新領地-104,685	-104	685		
DC♪	EKO	新領地-110,769	-110	769		
DC♪	EKO	新領地-106,671	-106	671		
DC♪	EKO	新領地-453,623	-453	623		
DC♪	EKO	新領地-452,626	-452	626		
DC♪	EKO	新領地-62,687	-62	687		
DC♪	EKO	新領地-173,751	-173	751		
DC♪	EKO	新領地-132,524	-132	524		
DC♪	EKO	新領地-445,624	-445	624		
DC♪	EKO	新領地-444,626	-444	626		
DC♪	EKO	新領地-443,626	-443	626		
DC♪	EKO	新領地-340,333	-340	333		
DC♪	EKO	新領地-341,334	-341	334		
DC♪	EKO	新領地-442,626	-442	626		
DC♪	EKO	新領地-342,335	-342	335		
DC♪	あ～ぷぅ	仔猫の城-110,670	-110	670	624	1
DC♪	あ～ぷぅ	テガララン569	-742	569	88	
DC♪	あ～ぷぅ	ドゥルガ-753,574	-753	574	245	
DC♪	あ～ぷぅ	新規砦-321,318	-321	318	56	
DC♪	あ～ぷぅ	新規砦-307,395	-307	395	2	
DC♪	あ～ぷぅ	北西砦83	-18	683		
DC♪	あ～ぷぅ	北西砦95	-40	619		
DC♪	あ～ぷぅ	北西砦97	-41	702		
DC♪	あ～ぷぅ	北西砦106	-64	549		
DC♪	あ～ぷぅ	北西砦109	-64	686		
DC♪	あ～ぷぅ	北西砦110	-66	724		
DC♪	あ～ぷぅ	北西砦119	-85	530		
DC♪	あ～ぷぅ	北西砦124	-86	751		
DC♪	あ～ぷぅ	北西砦133	-113	551		
DC♪	あ～ぷぅ	北西砦136	-106	679		
DC♪	あ～ぷぅ	北西砦138	-112	769		
DC♪	あ～ぷぅ	北西砦146	-132	526		
DC♪	あ～ぷぅ	北西砦151	-134	751		
DC♪	あ～ぷぅ	北西砦163	-152	729		
DC♪	あ～ぷぅ	北西砦164	-155	767		
DC♪	あ～ぷぅ	北西砦174	-174	662		
DC♪	あ～ぷぅ	北西砦176	-173	749		
DC♪	あ～ぷぅ	北西砦215	-242	242		
DC♪	あ～ぷぅ	北西砦234	-262	308		
DC♪	あ～ぷぅ	北西砦252	-284	326		
DC♪	あ～ぷぅ	北西砦254	-287	418		
DC♪	あ～ぷぅ	北西砦270	-312	350		
DC♪	あ～ぷぅ	北西砦271	-310	396		
DC♪	あ～ぷぅ	北西砦276	-312	620		
DC♪	あ～ぷぅ	北西砦288	-328	375		
DC♪	あ～ぷぅ	北西砦305	-350	351		
DC♪	あ～ぷぅ	北西砦310	-354	570		
DC♪	あ～ぷぅ	北西砦321	-375	284		
DC♪	あ～ぷぅ	北西砦323	-375	373		
DC♪	あ～ぷぅ	北西砦327	-373	553		
DC♪	あ～ぷぅ	北西砦339	-393	305		
DC♪	あ～ぷぅ	北西砦345	-392	570		
DC♪	あ～ぷぅ	北西砦359	-417	502		
DC♪	あ～ぷぅ	北西砦361	-416	595		
DC♪	あ～ぷぅ	北西砦378	-443	613		
DC♪	あ～ぷぅ	北西砦395	-463	591		
DC♪	あ～ぷぅ	北西砦427	-504	462		
DC♪	あ～ぷぅ	北西砦431	-510	635		
DC♪	あ～ぷぅ	北西砦443	-530	396		
DC♪	あ～ぷぅ	北西砦449	-532	656		
DC♪	あ～ぷぅ	北西砦478	-573	398		
DC♪	あ～ぷぅ	北西砦485	-573	704		
DC♪	あ～ぷぅ	北西砦487	-598	18		
DC♪	あ～ぷぅ	北西砦495	-592	373		
DC♪	あ～ぷぅ	北西砦496	-596	417		
DC♪	あ～ぷぅ	北西砦511	-618	309		
DC♪	あ～ぷぅ	北西砦513	-620	399		
DC♪	あ～ぷぅ	北西砦514	-612	440		
DC♪	あ～ぷぅ	北西砦522	-635	20		
DC♪	あ～ぷぅ	北西砦531	-640	422		
DC♪	あ～ぷぅ	北西砦532	-635	464		
DC♪	あ～ぷぅ	北西砦557	-682	20		
DC♪	あ～ぷぅ	北西砦638	-773	506		
DC♪	あ～ぷぅ	北西砦639	-769	551		
DC♪	あ～ぷぅ	新領地-110,669	-110	669		
DC♪	あ～ぷぅ	新領地-492,397	-492	397		
DC♪	あ～ぷぅ	新領地-51,712	-51	712		
DC♪	あ～ぷぅ	新領地-55,712	-55	712		
DC♪	あ～ぷぅ	新領地-56,713	-56	713		
DC♪	あ～ぷぅ	新領地-66,726	-66	726		
DC♪	あ～ぷぅ	新領地-52,739	-52	739		
DC♪	あ～ぷぅ	新領地-48,747	-48	747		
DC♪	あ～ぷぅ	新領地-109,667	-109	667		
DC♪	あ～ぷぅ	新領地-111,669	-111	669		
DC♪	あ～ぷぅ	新領地-112,670	-112	670		
DC♪	あ～ぷぅ	新領地-97,763	-97	763		
DC♪	あ～ぷぅ	新領地-96,763	-96	763		
DC♪	あ～ぷぅ	新領地-109,669	-109	669		
DC♪	あ～ぷぅ	新領地-109,670	-109	670		
DC♪	あ～ぷぅ	新領地-111,670	-111	670		
DC♪	あ～ぷぅ	新領地-109,671	-109	671		
DC♪	あ～ぷぅ	新領地-110,671	-110	671		
DC♪	あ～ぷぅ	新領地-111,671	-111	671		
DC♪	あ～ぷぅ	新領地-158,758	-158	758		
DC♪	あ～ぷぅ	新領地-743,571	-743	571		
DC♪	あ～ぷぅ	新領地-322,342	-322	342		
DC♪	あ～ぷぅ	新領地-329,329	-329	329		
DC♪	あ～ぷぅ	新領地-332,323	-332	323		
DC♪	あ～ぷぅ	新領地-335,319	-335	319		
DC♪	あ～ぷぅ	新領地-336,318	-336	318		
DC♪	あ～ぷぅ	新領地-323,320	-323	320		
DC♪	あ～ぷぅ	新領地-323,325	-323	325		
DC♪	あ～ぷぅ	新領地-326,321	-326	321		
DC♪	あ～ぷぅ	新領地-322,319	-322	319		
DC♪	あ～ぷぅ	新領地-325,323	-325	323		
DC♪	あ～ぷぅ	新領地-325,321	-325	321		
DC♪	あ～ぷぅ	新領地-741,573	-741	573		
DC♪	あ～ぷぅ	新領地-740,573	-740	573		
DC♪	あ～ぷぅ	新領地-741,574	-741	574		
DC♪	あ～ぷぅ	新領地-742,575	-742	575		
DC♪	あ～ぷぅ	新領地-737,576	-737	576		
DC♪	あ～ぷぅ	新領地-736,576	-736	576		
DC♪	あ～ぷぅ	新領地-322,318	-322	318		
DC♪	ocean	城-412,539	-412	539	587	1
DC♪	ocean	新規村-534,653	-534	653	204	
DC♪	ocean	新規村-260,307	-260	307	2	
DC♪	ocean	新規砦-390,349	-390	349	655	
DC♪	ocean	新領地-413,540	-413	540		
DC♪	ocean	３６０隣接４	-413	545		
DC♪	ocean	３６０隣接３	-413	546		
DC♪	ocean	３６０隣接２	-413	547		
DC♪	ocean	３６０隣接１	-415	547		
DC♪	ocean	４４６隣接	-531	395		
DC♪	ocean	新領地-431,384	-431	384		
DC♪	ocean	３４０隣接	-393	354		
DC♪	ocean	新領地-505,636	-505	636		
DC♪	ocean	新領地-573,705	-573	705		
DC♪	ocean	新領地-264,353	-264	353		
DC♪	ocean	新領地-403,356	-403	356		
DC♪	ocean	新領地-504,465	-504	465		
DC♪	ocean	新領地-502,467	-502	467		
DC♪	ocean	新領地-62,555	-62	555		
DC♪	ocean	新領地-62,556	-62	556		
DC♪	ocean	ﾌﾞﾝﾌﾞﾝさん☆９	-77	538		
DC♪	ocean	新領地-260,306	-260	306		
DC♪	ocean	新領地-260,305	-260	305		
DC♪	ocean	新領地-259,305	-259	305		
DC♪	ocean	新領地-78,538	-78	538		
DC♪	櫛稲田	ふわー-295,611	-295	611	623	1
DC♪	櫛稲田	つばめ	-411	362	398	
DC♪	櫛稲田	新規砦-636,462	-636	462	2	
DC♪	櫛稲田	ボッカボーナ	-462	598	74	
DC♪	櫛稲田	新規砦-410,360	-410	360	2	
DC♪	櫛稲田	新領地-416,366	-416	366		
DC♪	櫛稲田	新領地-415,365	-415	365		
DC♪	櫛稲田	新領地-413,363	-413	363		
DC♪	櫛稲田	新領地-385,353	-385	353		
DC♪	櫛稲田	新領地-384,352	-384	352		
DC♪	櫛稲田	新領地-373,371	-373	371		
DC♪	櫛稲田	新領地-373,372	-373	372		
DC♪	櫛稲田	新領地-473,378	-473	378		
DC♪	櫛稲田	新領地-308,298	-308	298		
DC♪	櫛稲田	新領地-374,372	-374	372		
DC♪	櫛稲田	新領地-375,375	-375	375		
DC♪	櫛稲田	新領地-376,375	-376	375		
DC♪	櫛稲田	新領地-376,374	-376	374		
DC♪	櫛稲田	新領地-375,374	-375	374		
DC♪	櫛稲田	新領地-375,372	-375	372		
DC♪	櫛稲田	新領地-376,372	-376	372		
DC♪	櫛稲田	新領地-376,373	-376	373		
DC♪	櫛稲田	新領地-375,371	-375	371		
DC♪	櫛稲田	新領地-372,371	-372	371		
DC♪	櫛稲田	新領地-374,373	-374	373		
DC♪	櫛稲田	新領地-377,369	-377	369		
DC♪	櫛稲田	新領地-377,368	-377	368		
DC♪	櫛稲田	新領地-376,370	-376	370		
DC♪	櫛稲田	新領地-412,362	-412	362		
DC♪	櫛稲田	新領地-411,361	-411	361		
DC♪	櫛稲田	新領地-462,594	-462	594		
DC♪	櫛稲田	新領地-462,595	-462	595		
DC♪	櫛稲田	新領地-462,596	-462	596		
DC♪	櫛稲田	新領地-463,593	-463	593		
DC♪	櫛稲田	新領地-240,241	-240	241		
DC♪	櫛稲田	新領地-461,598	-461	598		
DC♪	櫛稲田	新領地-462,597	-462	597		
DC♪	きよしZ	きよしの城	-356	578	585	1
DC♪	きよしZ	きよし村-261,254	-261	254	227	
DC♪	きよしZ	新規村-459,578	-459	578	143	
DC♪	きよしZ	新規村-257,252	-257	252	141	
DC♪	きよしZ	新規砦-461,582	-461	582	2	
DC♪	きよしZ	新領地-356,576	-356	576		
DC♪	きよしZ	新領地-355,576	-355	576		
DC♪	きよしZ	新領地-486,390	-486	390		
DC♪	きよしZ	新領地-432,386	-432	386		
DC♪	きよしZ	新領地-375,347	-375	347		
DC♪	きよしZ	新領地-398,360	-398	360		
DC♪	きよしZ	新領地-376,338	-376	338		
DC♪	きよしZ	新領地-278,212	-278	212		
DC♪	きよしZ	新領地-278,210	-278	210		
DC♪	きよしZ	新領地-279,210	-279	210		
DC♪	きよしZ	新領地-281,209	-281	209		
DC♪	きよしZ	新領地-259,253	-259	253		
DC♪	きよしZ	新領地-269,257	-269	257		
DC♪	きよしZ	新領地-271,257	-271	257		
DC♪	きよしZ	新領地-273,258	-273	258		
DC♪	きよしZ	新領地-274,257	-274	257		
DC♪	きよしZ	新領地-275,256	-275	256		
DC♪	きよしZ	新領地-266,260	-266	260		
DC♪	きよしZ	新領地-258,252	-258	252		
DC♪	きよしZ	新領地-450,585	-450	585		
DC♪	きよしZ	新領地-451,586	-451	586		
DC♪	きよしZ	新領地-450,587	-450	587		
DC♪	きよしZ	新領地-455,582	-455	582		
DC♪	きよしZ	新領地-456,582	-456	582		
DC♪	きよしZ	新領地-454,585	-454	585		
DC♪	きよしZ	新領地-455,583	-455	583		
DC♪	きよしZ	新領地-459,579	-459	579		
DC♪	きよしZ	新領地-282,325	-282	325		
DC♪	きよしZ	新領地-457,579	-457	579		
DC♪	きよしZ	新領地-458,580	-458	580		
DC♪	きよしZ	新領地-460,578	-460	578		
DC♪	きよしZ	新領地-458,576	-458	576		
DC♪	きよしZ	新領地-459,580	-459	580		
DC♪	きよしZ	新領地-461,578	-461	578		
DC♪	きよしZ	新領地-461,579	-461	579		
DC♪	きよしZ	新領地-460,580	-460	580		
DC♪	きよしZ	新領地-461,580	-461	580		
DC♪	きよしZ	新領地-256,253	-256	253		
DC♪	きよしZ	新領地-457,576	-457	576		
DC♪	きよしZ	新領地-256,254	-256	254		
DC♪	きよしZ	新領地-259,255	-259	255		
DC♪	きよしZ	新領地-454,575	-454	575		
DC♪	きよしZ	新領地-454,576	-454	576		
DC♪	きよしZ	新領地-454,574	-454	574		
DC♪	きよしZ	新領地-255,250	-255	250		
DC♪	きよしZ	新領地-453,574	-453	574		
DC♪	きよしZ	新領地-452,574	-452	574		
DC♪	きよしZ	新領地-452,575	-452	575		
DC♪	きよしZ	新領地-453,576	-453	576		
DC♪	きよしZ	新領地-452,576	-452	576		
DC♪	きよしZ	新領地-461,581	-461	581		
DC♪	きよしZ	新領地-460,583	-460	583		
DC♪	きよしZ	新領地-461,583	-461	583		
DC♪	きよしZ	新領地-462,582	-462	582		
DC♪	きよしZ	新領地-462,580	-462	580		
DC♪	きよしZ	新領地-461,584	-461	584		
DC♪	きよしZ	新領地-460,579	-460	579		
DC♪	ﾌﾞﾝﾌﾞﾝ	ａ１	-37	678	452	1
DC♪	ﾌﾞﾝﾌﾞﾝ	新規村-71,732	-71	732	251	
DC♪	ﾌﾞﾝﾌﾞﾝ	新規村-83,530	-83	530	230	
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-38,677	-38	677		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-36,676	-36	676		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-409,361	-409	361		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-382,350	-382	350		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-73,734	-73	734		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-73,731	-73	731		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-74,730	-74	730		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-74,734	-74	734		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-75,730	-75	730		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-75,734	-75	734		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-71,545	-71	545		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-71,544	-71	544		
DC♪	ﾌﾞﾝﾌﾞﾝ	負けた・・(´；ω；｀)	-112	512		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-86,531	-86	531		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-65,550	-65	550		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-88,525	-88	525		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-92,526	-92	526		
DC♪	ﾌﾞﾝﾌﾞﾝ	新領地-100,532	-100	532		
